PeakID (cmd=annotatePeaks.pl 4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_merged.narrowPeak hg19 -ann /data_b/tools/homer2/data/genomes/hg19/annotations/custom/utr5plus_exons_utr3_introns_intergenic_sorted_table.file -annStats 4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_merged_annStats.tsv)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_1598	chr13	50656072	50656139	+	147	NA	intron (NR_002612, intron 1 of 10)	promoter-TSS (NR_109974)	-200	NR_109973	10301	Hs.591229	NM_005887	ENSG00000176124	DLEU1	BCMS|BCMS1|DLB1|DLEU2|LEU1|LEU2|LINC00021|NCRNA00021|XTP6	deleted in lymphocytic leukemia 1 (non-protein coding)	ncRNA
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_1211	chr11	118927805	118927912	+	147	NA	5' UTR (NM_006389, exon 1 of 26)	promoter-TSS (NM_006389)	99	NM_001130991	10525	Hs.277704	NM_006389	ENSG00000149428	HYOU1	GRP-170|Grp170|HSP12A|ORP-150|ORP150	hypoxia up-regulated 1	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_1417	chr12	66563627	66563772	+	147	NA	5' UTR (NM_001282606, exon 1 of 8)	exon (NM_001282606, exon 1 of 8)	153	NM_001282610	51643	Hs.505934	NM_016056	ENSG00000155957	TMBIM4	CGI-119|GAAP|LFG4|S1R|ZPRO	transmembrane BAX inhibitor motif containing 4	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_3159	chr19	40854607	40854694	+	147	NA	5' UTR (NM_001031696, exon 1 of 13)	promoter-TSS (NM_001256441)	-216	NM_001256440	126526	Hs.631557	NM_178830	ENSG00000160392	C19orf47	-	chromosome 19 open reading frame 47	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_4100	chr22	40762452	40762520	+	147	NA	exon (NM_000026, exon 13 of 13)	TTS (NM_000026)	-4080	NM_001301849	27352	Hs.474914	NM_015705	ENSG00000100359	SGSM3	MAP|RABGAP5|RUSC3|RUTBC3|RabGAP-5|rabGAPLP	small G protein signaling modulator 3	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_2361	chr16	56716384	56716468	+	147	NA	5' UTR (NM_005952, exon 1 of 3)	promoter-TSS (NM_005952)	44	NM_005952	4501	Hs.374950	NM_005952	ENSG00000187193	MT1X	MT-1l|MT1	metallothionein 1X	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_2975	chr19	46366356	46366414	+	147	NA	5' UTR (NM_004819, exon 1 of 27)	5' UTR (NM_004819, exon 1 of 27)	163	NM_004819	8189	Hs.515475	NM_004819	ENSG00000125755	SYMPK	SPK|SYM	symplekin	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_3115	chr2	37458649	37458720	+	147	NA	5' UTR (NM_005760, exon 1 of 16)	promoter-TSS (NM_001083946)	56	NM_005760	10153	Hs.135406	NM_005760	ENSG00000115816	CEBPZ	CBF|CBF2|HSP-CBF|NOC1	CCAAT/enhancer binding protein (C/EBP), zeta	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_6286	chr9	131873650	131873743	+	147	NA	5' UTR (NM_178003, exon 1 of 9)	promoter-TSS (NM_000755)	103	NM_178003	5524	Hs.400740	NM_021131	ENSG00000119383	PPP2R4	PP2A|PR53|PTPA	protein phosphatase 2A activator, regulatory subunit 4	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_5795	chr9	21548773	21548836	+	147	NA	intron (NR_027054, intron 1 of 3)	intron (NR_027054, intron 1 of 3)	10893	NR_027054	554202	Hs.458096	NR_027054		MIR31HG	-	MIR31 host gene	ncRNA
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_5495	chr8	23934496	23934606	+	147	NA	Intergenic--7285	U1|snRNA|snRNA	-217002	NR_130710	10863	Hs.174030	NM_014265	ENSG00000042980	ADAM28	ADAM 28|MDC-L|MDCL|eMDC II|eMDCII	ADAM metallopeptidase domain 28	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_5126	chr6	159065718	159065783	+	147	NA	5' UTR (NM_006519, exon 1 of 5)	promoter-TSS (NM_006519)	68	NM_001291603	6993	Hs.445999	NM_006519	ENSG00000146425	DYNLT1	CW-1|TCTEL1|tctex-1	dynein, light chain, Tctex-type 1	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_598	chr1	225997806	225997881	+	147	NA	5' UTR (NM_001136018, exon 1 of 9)	promoter-TSS (NM_001136018)	7	NM_001291163	2052	Hs.89649	NM_000120	ENSG00000143819	EPHX1	EPHX|EPOX|HYL1|MEH	epoxide hydrolase 1, microsomal (xenobiotic)	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_6230	chr9	123884056	123884136	+	147	NA	intron (NM_007018, intron 10 of 41)	intron (NM_007018, intron 10 of 41)	33522	NM_007018	11064	Hs.653263	NM_007018	ENSG00000119397	CNTRL	CEP1|CEP110|FAN|bA165P4.1	centriolin	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_2512	chr17	40574799	40574931	+	147	NA	exon (NM_012232, exon 1 of 2)	exon (NM_012232, exon 1 of 2)	473	NM_012232	284119	Hs.437191	NM_012232	ENSG00000177469	PTRF	CAVIN|CAVIN1|CGL4|FKSG13|cavin-1	polymerase I and transcript release factor	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_4652	chr4	152020757	152020828	+	147	NA	5' UTR (NM_001267699, exon 1 of 3)	promoter-TSS (NM_001267699)	67	NM_001267699	6189	Hs.356572	NM_001006	ENSG00000145425	RPS3A	FTE1|MFTL|S3A	ribosomal protein S3A	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_3756	chr2	232573418	232573483	+	146	NA	5' UTR (NM_002823, exon 1 of 5)	exon (NM_002823, exon 1 of 5)	215	NM_001099285	5757	Hs.459927	NM_002823	ENSG00000187514	PTMA	TMSA	prothymosin, alpha	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_6194	chr9	97847570	97847643	+	146	NA	intron (NM_032823, intron 14 of 14)	promoter-TSS (NR_029496)	116	NR_029664	407011		NR_029664	ENSG00000207563	MIR23B	MIRN23B|hsa-mir-23b|miRNA23B|mir-23b	microRNA 23b	ncRNA
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_6251	chrX	153585837	153585957	+	146	NA	exon (NM_001110556, exon 29 of 48)	exon (NM_001110556, exon 29 of 48)	17109	NM_001456	2316	Hs.195464	NM_001456	ENSG00000196924	FLNA	ABP-280|ABPX|CSBS|CVD1|FLN|FLN-A|FLN1|FMD|MNS|NHBP|OPD|OPD1|OPD2|XLVD|XMVD	filamin A, alpha	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_3608	chr21	27107144	27107216	+	146	NA	5' UTR (NM_001003703, exon 1 of 4)	promoter-TSS (NM_001197297)	-78	NM_001197297	2551	Hs.473470	NM_002040	ENSG00000154727	GABPA	E4TF1-60|E4TF1A|NFT2|NRF2|NRF2A|RCH04A07	GA binding protein transcription factor alpha subunit	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_3758	chr2	232576602	232576679	+	146	NA	exon (NM_002823, exon 3 of 5)	exon (NM_002823, exon 3 of 5)	-1384	NR_036262	100422885		NR_036262		MIR1244-2	-	microRNA 1244-2	ncRNA
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_2089	chr16	1823029	1823157	+	146	NA	5' UTR (NM_001300900, exon 1 of 3)	promoter-TSS (NM_001300900)	47	NM_001300900	65993	Hs.720388	NM_023936	ENSG00000074071	MRPS34	MRP-S12|MRP-S34|MRPS12	mitochondrial ribosomal protein S34	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_2726b	chr18	44702616	44702732	+	145	NA	5' UTR (NM_016097, exon 1 of 3)	promoter-TSS (NM_016097)	71	NM_016097	51124	Hs.130917	NM_016097		IER3IP1	HSPC039|MEDS|PRO2309	immediate early response 3 interacting protein 1	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_4398	chr3	160117428	160117491	+	145	NA	5' UTR (NM_001288753, exon 1 of 24)	promoter-TSS (NM_020800)	-139	NM_001190241	57560	Hs.478095	NM_020800	ENSG00000068885	IFT80	ATD2|SRTD2|WDR56	intraflagellar transport 80	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_712b	chr10	33200846	33201033	+	145	NA	exon (NM_002211, exon 12 of 16)	exon (NM_002211, exon 12 of 16)	-10539	NR_132768	106633814		NR_132768		SNORA86	-	small nucleolar RNA, H/ACA box 86	snoRNA
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_6314	chr9	135545911	135545974	+	145	NA	5' UTR (NM_012204, exon 1 of 5)	promoter-TSS (NM_138620)	-154	NM_138620	64794	Hs.660767	NM_022779	ENSG00000125485	DDX31	PPP1R25	DEAD (Asp-Glu-Ala-Asp) box polypeptide 31	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_249	chr1	67895916	67896092	+	145	NA	5' UTR (NM_015640, exon 1 of 8)	5' UTR (NM_015640, exon 1 of 8)	119	NM_001018069	26135	Hs.530412	NM_015640	ENSG00000142864	SERBP1	CGI-55|CHD3IP|HABP4L|PAI-RBP1|PAIRBP1	SERPINE1 mRNA binding protein 1	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_3147	chr19	39220679	39220740	+	145	NA	3' UTR (NM_004924, exon 21 of 21)	TTS (NM_144691)	14405	NM_144691	147968	Hs.731775	NM_144691	ENSG00000182472	CAPN12	-	calpain 12	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_3802	chr20	2854165	2854232	+	145	NA	5' UTR (NM_080840, exon 1 of 23)	promoter-TSS (NM_080840)	56	NM_080840	5786	Hs.269577	NM_002836	ENSG00000132670	PTPRA	HEPTP|HLPR|HPTPA|HPTPalpha|LRP|PTPA|PTPRL2|R-PTP-alpha|RPTPA	protein tyrosine phosphatase, receptor type, A	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_222	chr1	53704116	53704188	+	145	NA	5' UTR (NM_002370, exon 1 of 5)	promoter-TSS (NR_038953)	130	NM_002370	4116	Hs.421576	NM_002370	ENSG00000162385	MAGOH	MAGOH1|MAGOHA	mago homolog, exon junction complex core component	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_3393	chr2	54014184	54014247	+	145	NA	5' UTR (NM_015701, exon 1 of 14)	promoter-TSS (NM_001201965)	-69	NM_145863	51130	Hs.40763	NM_016115	ENSG00000115239	ASB3	ASB-3	ankyrin repeat and SOCS box containing 3	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_1288	chr11	129991587	129991708	+	145	NA	exon (NM_001142277, exon 5 of 16)	exon (NM_001142277, exon 5 of 16)	-38035	NM_021978	6768	Hs.504315	NM_021978	ENSG00000149418	ST14	ARCI11|HAI|MT-SP1|MTSP1|PRSS14|SNC19|TADG15|TMPRSS14	suppression of tumorigenicity 14 (colon carcinoma)	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_4121	chr4	467858	467914	+	145	NA	non-coding (NR_002451, exon 1 of 3)	non-coding (NR_002451, exon 1 of 3)	112	NR_002451	79963	Hs.677493	NM_024903	ENSG00000251595	ABCA11P	ABCA11|EST1133530	ATP binding cassette subfamily A member 11, pseudogene	pseudo
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_385	chr1	150947123	150947203	+	145	NA	5' UTR (NM_022075, exon 1 of 11)	5' UTR (NM_022075, exon 1 of 11)	316	NM_022075	29956	Hs.744017	NM_013384	ENSG00000143418	CERS2	L3|LASS2|SP260|TMSG1	ceramide synthase 2	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_2608	chr17	37359282	37359353	+	145	NA	exon (NM_000981, exon 4 of 6)	exon (NM_000981, exon 4 of 6)	2781	NM_000981	6143	Hs.381061	NM_000981	ENSG00000108298	RPL19	L19	ribosomal protein L19	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_4819	chr6	27248039	27248121	+	145	NA	Intergenic--5527	tRNA-Val-GTG|tRNA|tRNA	31931	NM_033482	94026	Hs.729955	NM_033482	ENSG00000158553	POM121L2	POM121-L|POM121L	POM121 transmembrane nucleoporin-like 2	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_2557	chr17	48450489	48450551	+	145	NA	5' UTR (NM_016504, exon 1 of 4)	promoter-TSS (NM_001166131)	42	NM_016504	51264	Hs.7736	NM_016504	ENSG00000108826	MRPL27	L27mt	mitochondrial ribosomal protein L27	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_2479	chr17	37310709	37310779	+	145	NA	Intergenic--13711	tRNA-Cys-TGY|tRNA|tRNA	-2842	NM_020405	57125	Hs.125036	NM_020405	ENSG00000161381	PLXDC1	TEM3|TEM7	plexin domain containing 1	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_1621	chr13	79233220	79233298	+	144	NA	5' UTR (NM_024546, exon 1 of 6)	promoter-TSS (NM_024546)	55	NM_024546	79596	Hs.567576	NM_024546	ENSG00000152193	RNF219	C13orf7	ring finger protein 219	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_4613	chr4	109543116	109543178	+	144	NA	5' UTR (NM_033625, exon 2 of 6)	exon (NM_033625, exon 2 of 6)	1398	NM_033625	6164	Hs.438227	NM_000995	ENSG00000109475	RPL34	L34	ribosomal protein L34	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_6168	chrX	108976405	108976493	+	144	NA	5' UTR (NM_022977, exon 1 of 17)	5' UTR (NM_022977, exon 1 of 17)	172	NM_022977	2182	Hs.268785	NM_004458	ENSG00000068366	ACSL4	ACS4|FACL4|LACS4|MRX63|MRX68	acyl-CoA synthetase long-chain family member 4	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_2451	chr16	89753096	89753147	+	144	NA	5' UTR (NM_052988, exon 1 of 13)	promoter-TSS (NR_027703)	45	NM_052987	8558	Hs.699177	NM_003674	ENSG00000185324	CDK10	PISSLRE	cyclin-dependent kinase 10	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_3526	chr20	34252750	34252821	+	144	NA	5' UTR (NM_152838, exon 1 of 3)	promoter-TSS (NM_152838)	74	NR_037188	8904	Hs.246413	NM_003915	ENSG00000214078	CPNE1	COPN1|CPN1	copine I	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_859	chr10	120802228	120802281	+	144	NA	exon (NM_003750, exon 19 of 22)	exon (NM_003750, exon 19 of 22)	13026	NM_199461	340719	Hs.591918	NM_199461	ENSG00000188613	NANOS1	EC_Rep1a|NOS-1|NOS1|SPGF12	nanos homolog 1 (Drosophila)	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_2316	chr16	30080149	30080233	+	144	NA	exon (NM_184043, exon 5 of 9)	exon (NM_184043, exon 5 of 9)	3197	NM_184041	226	Hs.513490	NM_000034	ENSG00000149925	ALDOA	ALDA|GSD12|HEL-S-87p	aldolase A, fructose-bisphosphate	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_1715	chr14	35314516	35314565	+	144	NA	intron (NM_013448, intron 3 of 26)	U7|snRNA|snRNA	30313	NM_182648	11177	Hs.509140	NM_013448	ENSG00000198604	BAZ1A	ACF1|WALp1|WCRF180|hACF1	bromodomain adjacent to zinc finger domain 1A	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_4217	chr4	68566791	68566868	+	144	NA	5' UTR (NM_018227, exon 1 of 33)	promoter-TSS (NM_018227)	60	NM_018227	55236	Hs.212774	NM_018227		UBA6	E1-L2|MOP-4|UBE1L2	ubiquitin-like modifier activating enzyme 6	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_4232	chr3	49059545	49059654	+	144	NA	5' UTR (NM_199069, exon 1 of 5)	exon (NM_199069, exon 1 of 5)	525	NM_199069	25915	Hs.31387	NM_199069		NDUFAF3	2P1|C3orf60|E3-3	NADH dehydrogenase (ubiquinone) complex I, assembly factor 3	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_2336	chr16	34981438	34981487	+	144	NA	intron (NR_033985, intron 1 of 2)	5S|rRNA|rRNA	539	NR_033985	400533	Hs.499135	NR_033985	ENSG00000261122	FLJ26245	-	uncharacterized LOC400533	ncRNA
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_4263	chr4	88312270	88312351	+	144	NA	5' UTR (NM_016245, exon 1 of 7)	5' UTR (NM_016245, exon 1 of 7)	145	NM_016245	51170	Hs.594923	NM_016245	ENSG00000198189	HSD17B11	17-BETA-HSD11|17-BETA-HSDXI|17BHSD11|DHRS8|PAN1B|RETSDR2|SDR16C2	hydroxysteroid (17-beta) dehydrogenase 11	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_6202b	chr9	100773571	100773704	+	144	NA	exon (NM_006401, exon 5 of 7)	exon (NM_006401, exon 5 of 7)	28148	NM_006401	10541	Hs.730654	NM_006401	ENSG00000136938	ANP32B	APRIL|PHAPI2|SSP29	acidic nuclear phosphoprotein 32 family member B	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_264	chr1	90460700	90460768	+	144	NA	5' UTR (NM_182976, exon 1 of 12)	promoter-TSS (NM_182976)	56	NM_182976	284695	Hs.306221	NM_181781	ENSG00000162664	ZNF326	ZAN75|ZIRD|Zfp326|dJ871E2.1	zinc finger protein 326	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_630b	chr1	236431080	236431218	+	143	NA	intron (NM_019891, intron 2 of 15)	U2|snRNA|snRNA	14190	NM_019891	56605	Hs.558519	NM_019891	ENSG00000086619	ERO1B	ERO1LB|Ero1beta	endoplasmic reticulum oxidoreductase beta	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_5799	chr7	140396510	140396594	+	143	NA	5' UTR (NM_004546, exon 1 of 4)	promoter-TSS (NM_004546)	71	NM_004546	4708	Hs.655788	NM_004546	ENSG00000090266	NDUFB2	AGGG|CI-AGGG	NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 2, 8kDa	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_4968	chr5	134210068	134210127	+	143	NA	5' UTR (NM_024715, exon 1 of 5)	5' UTR (NM_024715, exon 1 of 5)	637	NM_024715	79770	Hs.741304	NM_024715	ENSG00000113621	TXNDC15	C5orf14|UNQ335	thioredoxin domain containing 15	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_122	chr1	32573660	32573725	+	143	NA	5' UTR (NM_012316, exon 1 of 14)	promoter-TSS (NM_012316)	48	NM_012316	23633	Hs.470588	NM_012316	ENSG00000025800	KPNA6	IPOA7|KPNA7	karyopherin alpha 6 (importin alpha 7)	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_801	chr10	95256383	95256436	+	143	NA	5' UTR (NM_018131, exon 1 of 9)	promoter-TSS (NM_018131)	20	NM_018131	55165	Hs.14559	NM_018131	ENSG00000138180	CEP55	C10orf3|CT111|URCC6	centrosomal protein 55kDa	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_1830	chr14	92587979	92588050	+	143	NA	exon (NM_004545, exon 1 of 3)	promoter-TSS (NM_017437)	139	NM_004545	4707	Hs.183435	NM_004545	ENSG00000183648	NDUFB1	CI-MNLL|CI-SGDH|MNLL	NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 1, 7kDa	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_565	chr1	214818580	214818645	+	142	NA	exon (NM_016343, exon 13 of 20)	exon (NM_016343, exon 13 of 20)	42080	NM_016343	1063	Hs.497741	NM_016343	ENSG00000117724	CENPF	CENF|CILD31|PRO1779|hcp-1	centromere protein F	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_784	chr10	82168336	82168395	+	142	NA	5' UTR (NM_032333, exon 1 of 6)	5' UTR (NM_032333, exon 1 of 6)	123	NM_001243781	84293	Hs.500333	NM_032333	ENSG00000122378	FAM213A	C10orf58|PAMM	family with sequence similarity 213, member A	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_5330	chr7	93633597	93633667	+	142	NA	5' UTR (NM_005868, exon 1 of 4)	promoter-TSS (NM_005868)	58	NM_005868	10282	Hs.489132	NM_005868	ENSG00000105829	BET1	HBET1	Bet1 golgi vesicular membrane trafficking protein	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_4973	chr6	79726302	79726356	+	142	NA	exon (NM_017934, exon 13 of 40)	exon (NM_017934, exon 13 of 40)	61682	NM_017934	55023	Hs.511817	NM_017934	ENSG00000146247	PHIP	BRWD2|DCAF14|WDR11|ndrp	pleckstrin homology domain interacting protein	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_381	chr1	151138619	151138687	+	142	NA	5' UTR (NM_024041, exon 1 of 7)	promoter-TSS (NM_001136543)	155	NM_024041	79005	Hs.732060	NM_024041	ENSG00000163156	SCNM1	-	sodium channel modifier 1	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_2212b	chr16	2808479	2808590	+	142	NA	exon (NM_016333, exon 5 of 15)	exon (NM_016333, exon 5 of 15)	-5933	NR_027275	100128788	Hs.311208	NR_027274	ENSG00000205913	SRRM2-AS1	-	SRRM2 antisense RNA 1	ncRNA
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_4580	chr5	108745536	108745619	+	142	NA	5' UTR (NM_014819, exon 1 of 10)	promoter-TSS (NM_014819)	98	NM_014819	9867	Hs.483036	NM_014819	ENSG00000198961	PJA2	Neurodap1|RNF131	praja ring finger 2, E3 ubiquitin protein ligase	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_4440	chr5	34915556	34915655	+	142	NA	5' UTR (NM_002853, exon 1 of 6)	promoter-TSS (NM_018321)	126	NR_026591	5810	Hs.38114	NM_002853	ENSG00000113456	RAD1	HRAD1|REC1	RAD1 checkpoint DNA exonuclease	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_3344	chr2	28615725	28615818	+	142	NA	intron (NR_103831, intron 1 of 1)	promoter-TSS (NM_005253)	-8	NM_005253	2355	Hs.220971	NM_005253	ENSG00000075426	FOSL2	FRA2	FOS-like antigen 2	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_5337a	chr7	96338970	96339179	+	142	NA	5' UTR (NM_006304, exon 1 of 3)	exon (NM_006304, exon 1 of 3)	129	NM_006304	7979	Hs.489201	NM_006304		SHFM1	DSS1|ECD|SEM1|SHFD1|SHSF1|Shfdg1	split hand/foot malformation (ectrodactyly) type 1	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_1086c	chr11	65191686	65192268	+	142	NA	non-coding (NR_131012, exon 1 of 1)	non-coding (NR_131012, exon 1 of 1)	1708	NR_028272	283131	Hs.523789	NR_002802		NEAT1	LINC00084|NCRNA00084|TncRNA|VINC	nuclear paraspeckle assembly transcript 1 (non-protein coding)	ncRNA
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_1849	chr14	39650756	39650856	+	142	NA	exon (NM_002687, exon 9 of 9)	exon (NM_002687, exon 9 of 9)	6419	NM_002687	5411	Hs.409965	NM_002687	ENSG00000100941	PNN	DRS|DRSP|SDK3|memA	pinin, desmosome associated protein	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_1022b	chr11	61100431	61100572	+	142	NA	5' UTR (NM_001923, exon 1 of 27)	promoter-TSS (NM_015533)	-153	NM_015533	26007	Hs.6278	NM_015533	ENSG00000149476	TKFC	DAK|NET45	triokinase/FMN cyclase	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_1540	chr12	69753526	69753604	+	142	NA	5' UTR (NM_006530, exon 1 of 7)	promoter-TSS (NM_006530)	75	NM_001300950	8089	Hs.4029	NM_006530	ENSG00000127337	YEATS4	4930573H17Rik|B230215M10Rik|GAS41|NUBI-1|YAF9	YEATS domain containing 4	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_3817	chr3	25706336	25706397	+	142	NA	non-coding (NR_039644, exon 1 of 1)	promoter-TSS (NR_039644)	64	NR_039644	100616477		NR_039644	ENSG00000264219	MIR4442	mir-4442	microRNA 4442	ncRNA
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_784	chr10	75910528	75910600	+	142	NA	5' UTR (NM_207012, exon 1 of 10)	promoter-TSS (NM_001202450)	262	NM_012095	26985	Hs.500104	NM_012095	ENSG00000185009	AP3M1	-	adaptor-related protein complex 3, mu 1 subunit	protein-coding
